type,phone,F1_25,F1_75,F2_25,F2_75,F3_25,F3_75,B1_25,B1_75,B2_25,B2_75,B3_25,B3_75
matrix,aw,8540.65710382514,3354.55792349727,7960.89699453552,-1366.91693989071,22174.7540983607,13406.9155737705,170.919398907104,1549.54863387978,2121.18879781421,5380.0193989071,4379.4237704918,-5532.11830601093
matrix,aw,6065.64699453552,9041.57677595628,10189.9019125683,10063.7456284153,13406.9155737705,32253.1491803279,-1298.68961748634,539.744808743169,2755.20409836066,13511.3770491803,6981.34699453552,-6132.30956284153
matrix,aw,1270.96584699454,4587.61639344262,-2649.0631147541,-115.389071038251,170.919398907104,-1298.68961748634,17079.5907103825,2159.55464480874,-729.801912568306,5723.60737704918,2350.81584699454,6367.39890710382
matrix,aw,321.825409836066,-3840.57486338798,1313.78989071038,-5094.15546448087,1549.54863387978,539.744808743169,2159.55464480874,15966.1726775956,1115.24262295082,-13451.6120218579,14682.9587431694,-1780.88278688525
matrix,aw,3976.89836065574,-2314.40054644809,921.357103825137,-190.294808743169,2121.18879781421,2755.20409836066,-729.801912568306,1115.24262295082,4393.76284153006,-2653.23524590164,7574.64836065574,2315.38114754098
matrix,aw,1779.6825136612,19219.0663934426,10344.6702185792,20374.0942622951,5380.0193989071,13511.3770491803,5723.60737704918,-13451.6120218579,-2653.23524590164,119681.457377049,-8017.6674863388,7012.46557377049
matrix,aw,-1197.00546448087,-829.70737704918,-1225.38743169399,-3915.80491803279,4379.4237704918,6981.34699453552,2350.81584699454,14682.9587431694,7574.64836065574,-8017.6674863388,143472.127868852,8334.68715846995
matrix,aw,1611.65382513661,-2467.79316939891,2069.94453551913,-2086.23989071038,-5532.11830601093,-6132.30956284153,6367.39890710382,-1780.88278688525,2315.38114754098,7012.46557377049,8334.68715846995,128502.293989071
matrix,aj,20012.8374176548,6988.36864295125,3735.74281949934,5629.60540184453,13002.1566534914,7594.95428194993,-3322.0812911726,8458.15797101449,27077.8009222661,528.732806324111,-2129.34769433465,6675.40395256917
matrix,aj,6988.36864295125,19122.8329004329,-49.5930924148315,-11216.7648409561,4806.66557500471,8114.16348578957,2833.07873141351,9576.6430641822,15749.6130623,1555.73252399774,2008.74942593638,-4464.33212874082
matrix,aj,3735.74281949934,-49.5930924148315,29038.7885187276,5467.55253152644,4054.81099190664,-2174.93903632599,-10376.6702051572,1993.55569358178,17409.6632787502,-3487.41953698475,-6291.1560888387,3049.08752117448
matrix,aj,5629.60540184453,-11216.7648409561,5467.55253152644,46999.6781855825,6879.4338415208,4814.92469414643,2098.6042537173,-1679.52774327122,-2625.29043854696,-2934.58215697346,6664.24750611707,7739.93077357425
matrix,aj,13002.1566534914,4806.66557500471,4054.81099190664,6879.4338415208,46182.1317146622,13165.0651985695,-4413.98595896857,3778.0619047619,8001.93690946734,11586.0099943535,-20306.1931300583,10615.2390175042
matrix,aj,7594.95428194993,8114.16348578957,-2174.93903632599,4814.92469414643,13165.0651985695,26389.6220591003,5379.42651985695,9619.91283643892,15188.6942781856,-14762.2829474873,2461.16581968756,-5909.54155844156
matrix,aj,-3322.0812911726,2833.07873141351,-10376.6702051572,2098.6042537173,-4413.98595896857,5379.42651985695,76683.9379258423,21142.8892339545,-12852.0402220967,8828.53534726143,27066.894165255,346.09824957651
matrix,aj,8458.15797101449,9576.6430641822,1993.55569358178,-1679.52774327122,3778.0619047619,9619.91283643892,21142.8892339545,54175.4766045549,17584.019047619,1315.4751552795,2643.1016563147,5283.05093167702
matrix,aj,27077.8009222661,15749.6130623,17409.6632787502,-2625.29043854696,8001.93690946734,15188.6942781856,-12852.0402220967,17584.019047619,171596.36830416,-1521.58780350085,21089.6058535667,20394.29175607
matrix,aj,528.732806324111,1555.73252399774,-3487.41953698475,-2934.58215697346,11586.0099943535,-14762.2829474873,8828.53534726143,1315.4751552795,-1521.58780350085,114397.153811406,53546.5627893845,-765.87159796725
matrix,aj,-2129.34769433465,2008.74942593638,-6291.1560888387,6664.24750611707,-20306.1931300583,2461.16581968756,27066.894165255,2643.1016563147,21089.6058535667,53546.5627893845,197853.519292302,6164.53404856014
matrix,aj,6675.40395256917,-4464.33212874082,3049.08752117448,7739.93077357425,10615.2390175042,-5909.54155844156,346.09824957651,5283.05093167702,20394.29175607,-765.87159796725,6164.53404856014,165885.254997177
matrix,ɐ,19929.2593837535,6362.97507002801,6223.52661064426,-3996.30532212885,11915.5044817927,5346.72268907563,8942.40392156863,8000.90896358543,18350.0151260504,2289.90700280112,14669.5974789916,2741.02605042017
matrix,ɐ,6362.97507002801,10157.9495098039,-32.03081232493,974.378851540616,3668.37808123249,6365.70168067227,4034.52927170868,-376.641106442577,1646.98991596639,3765.34257703081,-2948.59264705882,792.056512605042
matrix,ɐ,6223.52661064426,-32.03081232493,56582.6442577031,18099.7366946779,25138.8515406162,9181.86554621849,-13040.8347338936,2027.60224089636,11371.0168067227,7373.65826330532,9741.94117647059,-3292.00840336134
matrix,ɐ,-3996.30532212885,974.378851540616,18099.7366946779,19874.6316526611,3352.64775910364,6728.31092436975,-4514.1918767507,-7607.59733893557,-3557.76470588235,2247.63305322129,-4335.29201680672,-3088.36344537815
matrix,ɐ,11915.5044817927,3668.37808123249,25138.8515406162,3352.64775910364,51632.8066526611,24039.5336134454,-1324.68081232493,-2049.33858543417,7036.56974789916,5491.12408963585,-11886.4581932773,-219.27962184874
matrix,ɐ,5346.72268907563,6365.70168067227,9181.86554621849,6728.31092436975,24039.5336134454,31242.2857142857,334.579831932773,-2824.82773109244,-1044.19327731092,3798.86554621849,-6480.77731092437,-1031.25630252101
matrix,ɐ,8942.40392156863,4034.52927170868,-13040.8347338936,-4514.1918767507,-1324.68081232493,334.579831932773,55118.2854341737,16427.0287114846,2006.78655462185,2785.46666666667,18620.9071428571,2541.36512605042
matrix,ɐ,8000.90896358543,-376.641106442577,2027.60224089636,-7607.59733893557,-2049.33858543417,-2824.82773109244,16427.0287114846,39678.9898459384,14801.3025210084,4168.32633053221,24490.3245798319,4436.12079831933
matrix,ɐ,18350.0151260504,1646.98991596639,11371.0168067227,-3557.76470588235,7036.56974789916,-1044.19327731092,2006.78655462185,14801.3025210084,58038.8168067227,4441.84369747899,19355.1714285714,2587.92773109244
matrix,ɐ,2289.90700280112,3765.34257703081,7373.65826330532,2247.63305322129,5491.12408963585,3798.86554621849,2785.46666666667,4168.32633053221,4441.84369747899,8308.55014005602,2674.05294117647,1314.94369747899
matrix,ɐ,14669.5974789916,-2948.59264705882,9741.94117647059,-4335.29201680672,-11886.4581932773,-6480.77731092437,18620.9071428571,24490.3245798319,19355.1714285714,2674.05294117647,143396.091806723,16855.3586134454
matrix,ɐ,2741.02605042017,792.056512605042,-3292.00840336134,-3088.36344537815,-219.27962184874,-1031.25630252101,2541.36512605042,4436.12079831933,2587.92773109244,1314.94369747899,16855.3586134454,16109.0834033613
matrix,iː,4581.39519665855,1233.67351200835,-3903.24573616429,-2797.50191437522,-2091.87650539506,-672.811834319527,5068.1124260355,1415.66390532544,3535.20243647755,1173.29021928298,-625.533101287852,-2994.76923076923
matrix,iː,1233.67351200835,2333.38966237383,-2909.82509571876,-4394.51688130874,-3011.82213713888,-3831.91124260355,1108.58875739645,1275.43786982249,-522.481204316046,-477.191089453533,-1913.36634180299,-4809.68639053254
matrix,iː,-3903.24573616429,-2909.82509571876,34897.7969021928,16208.2245040028,25863.0542986425,14012.9349112426,-2377.46449704142,-1053.76923076923,-6134.12408632092,-1328.25374173338,13511.9246432301,10709.1360946746
matrix,iː,-2797.50191437522,-4394.51688130874,16208.2245040028,35008.8068221371,15478.54403063,29131.1656804734,-2889.5325443787,-2899.44970414201,16895.3362339018,-7314.96275670031,12387.8367560042,26525.3017751479
matrix,iː,-2091.87650539506,-3011.82213713888,25863.0542986425,15478.54403063,46165.4554820745,23990.3408284024,2104.71597633136,-1364.83786982249,-26070.6501218239,-1076.11291333101,6060.87079707623,10226.3668639053
matrix,iː,-672.811834319527,-3831.91124260355,14012.9349112426,29131.1656804734,23990.3408284024,51708.7644970414,1124.50295857988,-1337.64023668639,19543.2674556213,-10353.1621301775,11323.1289940828,17950.5917159763
matrix,iː,5068.1124260355,1108.58875739645,-2377.46449704142,-2889.5325443787,2104.71597633136,1124.50295857988,22811.8964497041,5103.91124260355,5149.5650887574,-1431.56213017751,-4465.99112426035,-2405.18343195266
matrix,iː,1415.66390532544,1275.43786982249,-1053.76923076923,-2899.44970414201,-1364.83786982249,-1337.64023668639,5103.91124260355,6705.48639053254,-1110.35621301775,848.842603550296,-3408.18224852071,-6675.03550295858
matrix,iː,3535.20243647755,-522.481204316046,-6134.12408632092,16895.3362339018,-26070.6501218239,19543.2674556213,5149.5650887574,-1110.35621301775,351504.084545771,5318.1003132614,-15089.0497389488,24243.6982248521
matrix,iː,1173.29021928298,-477.191089453533,-1328.25374173338,-7314.96275670031,-1076.11291333101,-10353.1621301775,-1431.56213017751,848.842603550296,5318.1003132614,88382.8059867734,520.163174382179,7522.91124260355
matrix,iː,-625.533101287852,-1913.36634180299,13511.9246432301,12387.8367560042,6060.87079707623,11323.1289940828,-4465.99112426035,-3408.18224852071,-15089.0497389488,520.163174382179,123093.144065437,11556.3431952663
matrix,iː,-2994.76923076923,-4809.68639053254,10709.1360946746,26525.3017751479,10226.3668639053,17950.5917159763,-2405.18343195266,-6675.03550295858,24243.6982248521,7522.91124260355,11556.3431952663,156982.201183432
matrix,ɑː,18082.7631372549,4643.08352941177,8184.53882352941,-3980.64431372549,11499.1729411765,2486.07725490196,-5918.00470588235,-3221.86745098039,21219.8537254902,2781.14509803922,-4550.00117647059,-7982.35019607843
matrix,ɑː,4643.08352941177,22159.8964705882,-1502.01882352941,2122.33764705882,1543.20705882353,15088.4894117647,3904.78470588235,-17721.6258823529,7746.75294117647,14618.7082352941,-135.158823529412,-22370.8164705882
matrix,ɑː,8184.53882352941,-1502.01882352941,33290.0329411765,6599.33411764706,10111.0376470588,-2426.49647058824,2289.83176470588,-3758.02470588235,10858.4223529412,-3923.26941176471,1622.29294117647,13830.8588235294
matrix,ɑː,-3980.64431372549,2122.33764705882,6599.33411764706,15822.3984313725,-5269.95529411765,78.7662745098039,12068.4764705882,-9679.11725490196,-1287.21137254902,11580.1854901961,12263.0341176471,5903.14901960784
matrix,ɑː,11499.1729411765,1543.20705882353,10111.0376470588,-5269.95529411765,35630.6658823529,15332.9611764706,-10776.4494117647,-5349.22823529412,6581.71411764706,-2689.33647058824,-16571.0223529412,2057.05294117647
matrix,ɑː,2486.07725490196,15088.4894117647,-2426.49647058824,78.7662745098039,15332.9611764706,38867.8949019608,5054.21411764706,-21627.8109803922,3117.96549019608,9487.25803921569,2710.64352941176,-32457.6160784314
matrix,ɑː,-5918.00470588235,3904.78470588235,2289.83176470588,12068.4764705882,-10776.4494117647,5054.21411764706,52764.4870588235,830.241176470588,-2996.59058823529,6651.10235294118,39750.4717647059,-17016.8447058824
matrix,ɑː,-3221.86745098039,-17721.6258823529,-3758.02470588235,-9679.11725490196,-5349.22823529412,-21627.8109803922,830.241176470588,81378.6901960784,-12104.3850980392,-13207.9196078431,-13908.5447058824,19029.1592156863
matrix,ɑː,21219.8537254902,7746.75294117647,10858.4223529412,-1287.21137254902,6581.71411764706,3117.96549019608,-2996.59058823529,-12104.3850980392,57383.7325490196,19363.5298039216,2435.16235294118,-12458.3196078431
matrix,ɑː,2781.14509803922,14618.7082352941,-3923.26941176471,11580.1854901961,-2689.33647058824,9487.25803921569,6651.10235294118,-13207.9196078431,19363.5298039216,77686.4807843137,8838.23058823529,-2238.18156862745
matrix,ɑː,-4550.00117647059,-135.158823529412,1622.29294117647,12263.0341176471,-16571.0223529412,2710.64352941176,39750.4717647059,-13908.5447058824,2435.16235294118,8838.23058823529,121467.512941176,-7004.70117647059
matrix,ɑː,-7982.35019607843,-22370.8164705882,13830.8588235294,5903.14901960784,2057.05294117647,-32457.6160784314,-17016.8447058824,19029.1592156863,-12458.3196078431,-2238.18156862745,-7004.70117647059,255892.803137255
matrix,ʊ,5682.4455602537,2013.30391120507,-8325.45454545455,-11111.0449260042,995.34778012685,1720.02536997886,-2369.40380549683,4805.09408033827,79.8044397463002,-2580.82980972516,3255.63636363636,2095.51902748414
matrix,ʊ,2013.30391120507,4186.60200845666,-10299.3509513742,-7210.04915433404,275.80021141649,1564.56236786469,-1689.50528541226,-912.846723044397,-890.100422832981,-2778.97357293869,-4344.30866807611,292.817124735729
matrix,ʊ,-8325.45454545455,-10299.3509513742,188223.598308668,110709.393234672,21848.9238900634,1021.89640591966,-10022.3530655391,7980.79704016913,-9186.63847780127,-4721.25792811839,57252.6786469345,7705.53276955603
matrix,ʊ,-11111.0449260042,-7210.04915433404,110709.393234672,104919.485729387,22583.3118393235,6494.23678646934,-9357.76109936575,-17593.3816067653,-600.309725158562,-595.089852008457,19836.1797040169,-2051.27589852008
matrix,ʊ,995.34778012685,275.80021141649,21848.9238900634,22583.3118393235,34162.5983086681,22503.5243128964,-11455.399577167,-2029.99365750529,9119.05919661734,1949.97463002114,16653.2367864693,16418.3002114165
matrix,ʊ,1720.02536997886,1564.56236786469,1021.89640591966,6494.23678646934,22503.5243128964,36765.9281183932,-13903.4101479915,2524.33615221987,12074.2071881607,834.306553911205,12323.3636363636,848.213530655391
matrix,ʊ,-2369.40380549683,-1689.50528541226,-10022.3530655391,-9357.76109936575,-11455.399577167,-13903.4101479915,29871.9196617336,2668.12050739958,8932.8689217759,11566.6807610994,3054.84778012685,5694.14587737844
matrix,ʊ,4805.09408033827,-912.846723044397,7980.79704016913,-17593.3816067653,-2029.99365750529,2524.33615221987,2668.12050739958,32935.5750528541,2645.73150105708,2220.49048625793,18786.577167019,7472.09513742072
matrix,ʊ,79.8044397463002,-890.100422832981,-9186.63847780127,-600.309725158562,9119.05919661734,12074.2071881607,8932.8689217759,2645.73150105708,37050.0909090909,21685.7949260042,15387.2473572939,15503.9344608879
matrix,ʊ,-2580.82980972516,-2778.97357293869,-4721.25792811839,-595.089852008457,1949.97463002114,834.306553911205,11566.6807610994,2220.49048625793,21685.7949260042,25673.2706131078,14137.156448203,8281.03805496829
matrix,ʊ,3255.63636363636,-4344.30866807611,57252.6786469345,19836.1797040169,16653.2367864693,12323.3636363636,3054.84778012685,18786.577167019,15387.2473572939,14137.156448203,90369.0359408034,23970.156448203
matrix,ʊ,2095.51902748414,292.817124735729,7705.53276955603,-2051.27589852008,16418.3002114165,848.213530655391,5694.14587737844,7472.09513742072,15503.9344608879,8281.03805496829,23970.156448203,41713.4101479915
matrix,ej,12426.0264026403,5298.70627062706,-5346.75247524752,-8758.3201320132,3867.71287128713,3627.55115511551,6992.0495049505,256.627062706271,1546.9900990099,4263.84158415842,-1078.6204620462,8329.84158415842
matrix,ej,5298.70627062706,9456.50980392157,-8446.71170646476,-13839.4870898855,668.895165987187,455.26130848379,646.345369831101,1315.72471364784,-1658.17588817705,-6773.36633663366,-4277.31663754611,-11742.4979615609
matrix,ej,-5346.75247524752,-8446.71170646476,29923.0503785673,28324.4391380315,5573.26790914386,7161.0722189866,777.682294700058,1872.70937682004,1401.78392545137,5489.89108910891,11073.7253931275,34091.0299941759
matrix,ej,-8758.3201320132,-13839.4870898855,28324.4391380315,68472.079984469,492.140943506115,20455.8697340322,-3573.29062317997,9846.33585711512,-518.270238788585,-18859.7524752475,3457.51873422636,55738.0110658125
matrix,ej,3867.71287128713,668.895165987187,5573.26790914386,492.140943506115,23616.8584740827,8004.33197437391,5034.33605125218,-1489.60629004077,-3147.29586488061,2427.88118811881,-3462.4933022714,7165.09260337799
matrix,ej,3627.55115511551,455.26130848379,7161.0722189866,20455.8697340322,8004.33197437391,31930.3199378761,1878.22481071637,7000.68472141332,-283.518928363425,-16814.5148514851,1886.34867016113,7562.7006406523
matrix,ej,6992.0495049505,646.345369831101,777.682294700058,-3573.29062317997,5034.33605125218,1878.22481071637,19679.5058241118,2708.66686080373,5722.5626092021,-200.683168316832,4141.41322073384,8076.91059988352
matrix,ej,256.627062706271,1315.72471364784,1872.70937682004,9846.33585711512,-1489.60629004077,7000.68472141332,2708.66686080373,22839.6245389245,668.953407105416,-7207.67326732673,-367.885070860027,-377.892253931275
matrix,ej,1546.9900990099,-1658.17588817705,1401.78392545137,-518.270238788585,-3147.29586488061,-283.518928363425,5722.5626092021,668.953407105416,10876.3203261503,10626.4455445545,4123.3814793244,3339.16889924287
matrix,ej,4263.84158415842,-6773.36633663366,5489.89108910891,-18859.7524752475,2427.88118811881,-16814.5148514851,-200.683168316832,-7207.67326732673,10626.4455445545,143142.376237624,17134.0198019802,-12353.1287128713
matrix,ej,-1078.6204620462,-4277.31663754611,11073.7253931275,3457.51873422636,-3462.4933022714,1886.34867016113,4141.41322073384,-367.885070860027,4123.3814793244,17134.0198019802,59821.2025820229,8002.79295282469
matrix,ej,8329.84158415842,-11742.4979615609,34091.0299941759,55738.0110658125,7165.09260337799,7562.7006406523,8076.91059988352,-377.892253931275,3339.16889924287,-12353.1287128713,8002.79295282469,541292.264123471
matrix,ɒː,29355.4236817761,-1099.79370952821,37691.9051803885,-2840.27428307123,19182.5180388529,12568.6595744681,31813.9555966698,1415.30804810361,24739.4916743756,13837.5226641998,21713.3566142461,-4167.98889916744
matrix,ɒː,-1099.79370952821,6436.68455134135,-16.2469935245143,14406.9213691027,2387.36586493987,8945.76827012026,-4133.84875115634,-721.170212765957,2381.42645698427,5260.10962072155,896.900092506938,4412.5980573543
matrix,ɒː,37691.9051803885,-16.2469935245143,162755.515263645,17542.1961147086,52416.0698427382,25576.382053654,28681.9902867715,9728.88667900093,68955.9560592044,46410.9444958372,34578.6901017576,3782.92090656799
matrix,ɒː,-2840.27428307123,14406.9213691027,17542.1961147086,115198.13506013,3494.26364477336,34729.8205365402,4656.05504162812,6351.0841813136,13540.3432007401,13867.749306198,-17208.5772432932,4771.3829787234
matrix,ɒː,19182.5180388529,2387.36586493987,52416.0698427382,3494.26364477336,76649.9407955597,44953.8792784459,10036.941720629,-10822.4190564292,50492.8233117484,42290.210453284,25395.249306198,13277.329787234
matrix,ɒː,12568.6595744681,8945.76827012026,25576.382053654,34729.8205365402,44953.8792784459,87632.1110083256,2961.20351526364,-6473.35753931545,33329.4620721554,36139.5138760407,18205.8926919519,2576.144773358
matrix,ɒː,31813.9555966698,-4133.84875115634,28681.9902867715,4656.05504162812,10036.941720629,2961.20351526364,134651.778908418,17355.6887141536,18371.0971322849,11606.9602220167,12244.2742830712,-17415.3251618871
matrix,ɒː,1415.30804810361,-721.170212765957,9728.88667900093,6351.0841813136,-10822.4190564292,-6473.35753931545,17355.6887141536,28611.7668825162,-7907.75809435708,-1503.55827937095,-981.162349676226,-8331.69935245143
matrix,ɒː,24739.4916743756,2381.42645698427,68955.9560592044,13540.3432007401,50492.8233117484,33329.4620721554,18371.0971322849,-7907.75809435708,84878.2220166513,38739.5333024977,23551.8815911193,669.6822386679
matrix,ɒː,13837.5226641998,5260.10962072155,46410.9444958372,13867.749306198,42290.210453284,36139.5138760407,11606.9602220167,-1503.55827937095,38739.5333024977,87773.6049953747,18511.5735430157,9464.2382053654
matrix,ɒː,21713.3566142461,896.900092506938,34578.6901017576,-17208.5772432932,25395.249306198,18205.8926919519,12244.2742830712,-981.162349676226,23551.8815911193,18511.5735430157,75554.4051803885,5130.86077705828
matrix,ɒː,-4167.98889916744,4412.5980573543,3782.92090656799,4771.3829787234,13277.329787234,2576.144773358,-17415.3251618871,-8331.69935245143,669.6822386679,9464.2382053654,5130.86077705828,45685.467160037
matrix,ɜː,4119.49132730015,1060.65233785822,3377.2907239819,2259.04034690799,4375.2149321267,3805.14969834087,2632.88536953243,1355.14441930618,-41.0757918552036,-143.938159879336,-2841.52262443439,-2018.57880844646
matrix,ɜː,1060.65233785822,3969.92006033182,3474.57239819005,2501.02488687783,3177.59125188537,3997.37179487179,1546.90950226244,-93.4894419306184,960.293363499246,-97.2669683257919,782.012066365008,-1658.96907993967
matrix,ɜː,3377.2907239819,3474.57239819005,23866.519984917,15685.2515082956,5167.2963800905,5288.04110105581,763.30467571644,2078.46870286576,1809.03129713424,664.598793363499,-354.255656108597,-7430.45965309201
matrix,ɜː,2259.04034690799,2501.02488687783,15685.2515082956,15105.7266214178,477.489441930618,1.30656108597285,4169.37556561086,-1785.18891402715,1159.51244343891,63.8461538461538,-2435.65987933635,-4496.61802413273
matrix,ɜː,4375.2149321267,3177.59125188537,5167.2963800905,477.489441930618,21559.2292609351,19285.560331825,-2648.5641025641,-1026.3838612368,-1580.28280542986,-2274.68174962293,-1556.80844645551,-7666.15007541478
matrix,ɜː,3805.14969834087,3997.37179487179,5288.04110105581,1.30656108597285,19285.560331825,24550.9211915535,-3799.35897435897,4732.21606334842,-1895.50037707391,-1108.33936651584,-1582.69004524887,-8785.83748114631
matrix,ɜː,2632.88536953243,1546.90950226244,763.30467571644,4169.37556561086,-2648.5641025641,-3799.35897435897,21880.6877828054,6207.1628959276,3206.64102564103,649.766214177979,-2821.47209653092,12591.5610859729
matrix,ɜː,1355.14441930618,-93.4894419306184,2078.46870286576,-1785.18891402715,-1026.3838612368,4732.21606334842,6207.1628959276,26934.6466817496,150.029788838612,3775.55505279035,-588.192307692308,7505.66101055807
matrix,ɜː,-41.0757918552036,960.293363499246,1809.03129713424,1159.51244343891,-1580.28280542986,-1895.50037707391,3206.64102564103,150.029788838612,3474.64668174962,927.268476621418,2224.54524886878,1955.83898944193
matrix,ɜː,-143.938159879336,-97.2669683257919,664.598793363499,63.8461538461538,-2274.68174962293,-1108.33936651584,649.766214177979,3775.55505279035,927.268476621418,2781.82503770739,-223.491704374057,2525.73755656109
matrix,ɜː,-2841.52262443439,782.012066365008,-354.255656108597,-2435.65987933635,-1556.80844645551,-1582.69004524887,-2821.47209653092,-588.192307692308,2224.54524886878,-223.491704374057,16284.7073906486,8036.11538461538
matrix,ɜː,-2018.57880844646,-1658.96907993967,-7430.45965309201,-4496.61802413273,-7666.15007541478,-8785.83748114631,12591.5610859729,7505.66101055807,1955.83898944193,2525.73755656109,8036.11538461538,36182.1700603318
matrix,ɑ,24648.6379310345,6268.25862068965,10923.2733990148,9005.43719211823,9031.78571428571,223.442118226601,-8081.71921182266,11794.0381773399,24885.1256157635,3892.07389162562,1419.04556650246,14761.5098522167
matrix,ɑ,6268.25862068965,27844.4581280788,11616.3608374384,10600.2081280788,4570.28571428571,16152.4495073892,-727.348522167488,-28699.8435960591,950.04802955665,40635.5849753695,749.23275862069,-25467.3743842365
matrix,ɑ,10923.2733990148,11616.3608374384,41185.1477832512,10265.3965517241,10232.3571428571,-1904.19827586207,1599.88054187192,-5081.95812807882,16763.921182266,5644.68472906404,764.524630541872,-17014.2967980296
matrix,ɑ,9005.43719211823,10600.2081280788,10265.3965517241,63855.815270936,4976.60714285714,13420.9137931034,-21324.0985221675,-26583.6293103448,37096.6551724138,68148.3706896552,-577.945812807882,12487.197044335
matrix,ɑ,9031.78571428571,4570.28571428571,10232.3571428571,4976.60714285714,43519.8571428571,32839.3928571429,-1852.92857142857,905.107142857143,13813.6785714286,14212.8214285714,11803.7142857143,-4948.35714285714
matrix,ɑ,223.442118226601,16152.4495073892,-1904.19827586207,13420.9137931034,32839.3928571429,63445.6502463054,-11033.4507389163,-39555.0960591133,990.493842364532,20761.5825123153,2405.54433497537,-26315.3842364532
matrix,ɑ,-8081.71921182266,-727.348522167488,1599.88054187192,-21324.0985221675,-1852.92857142857,-11033.4507389163,66136.6379310345,26964.5738916256,-839.624384236453,7917.82389162562,10192.4384236453,-907.740147783251
matrix,ɑ,11794.0381773399,-28699.8435960591,-5081.95812807882,-26583.6293103448,905.107142857143,-39555.0960591133,26964.5738916256,235873.320197044,-25717.8485221675,2683.14162561576,-21094.2549261084,115986.852216749
matrix,ɑ,24885.1256157635,950.04802955665,16763.921182266,37096.6551724138,13813.6785714286,990.493842364532,-839.624384236453,-25717.8485221675,100627.189655172,12841.7229064039,25997.7844827586,32105.7844827586
matrix,ɑ,3892.07389162562,40635.5849753695,5644.68472906404,68148.3706896552,14212.8214285714,20761.5825123153,7917.82389162562,2683.14162561576,12841.7229064039,184683.534482759,5542.88793103448,15822.1736453202
matrix,ɑ,1419.04556650246,749.23275862069,764.524630541872,-577.945812807882,11803.7142857143,2405.54433497537,10192.4384236453,-21094.2549261084,25997.7844827586,5542.88793103448,43105.0517241379,3075.9802955665
matrix,ɑ,14761.5098522167,-25467.3743842365,-17014.2967980296,12487.197044335,-4948.35714285714,-26315.3842364532,-907.740147783251,115986.852216749,32105.7844827586,15822.1736453202,3075.9802955665,164401.980295566
matrix,a,32437.6,19110.3,33270,22156.9,16166.9,24713.7,6714.9,12056.6,9123.1,9428.1,21163.4,415
matrix,a,19110.3,25384.6,29911,22786,13390.4,30284.4,-11584.8,5340.4,3239.3,10595.3,-779.5,-5083.2
matrix,a,33270,29911,54927.8545454545,44581.4,17156.7363636364,33836.6545454545,-15025.0909090909,9593.60909090909,10163.2636363636,8302.09090909091,5157.8,-10647.7636363636
matrix,a,22156.9,22786,44581.4,39574,11041.9,25305.9,-15384.9,6579.5,6202.9,2874.6,-2838.9,-15538.2
matrix,a,16166.9,13390.4,17156.7363636364,11041.9,19834.0909090909,19532.0363636364,7158.07272727273,12201.3727272727,4499.00909090909,8936.12727272727,-17781.1,5291.69090909091
matrix,a,24713.7,30284.4,33836.6545454545,25305.9,19532.0363636364,44206.8545454545,-3837.39090909091,7221.20909090909,3922.16363636364,13985.8909090909,-7669.2,-8402.76363636364
matrix,a,6714.9,-11584.8,-15025.0909090909,-15384.9,7158.07272727273,-3837.39090909091,45476.0181818182,15264.6181818182,3179.12727272727,642.681818181818,4007.1,-3534.62727272727
matrix,a,12056.6,5340.4,9593.60909090909,6579.5,12201.3727272727,7221.20909090909,15264.6181818182,16757.2181818182,4614.32727272727,4713.58181818182,-9152.9,-2356.02727272727
matrix,a,9123.1,3239.3,10163.2636363636,6202.9,4499.00909090909,3922.16363636364,3179.12727272727,4614.32727272727,5553.89090909091,2998.47272727273,5220.9,967.209090909091
matrix,a,9428.1,10595.3,8302.09090909091,2874.6,8936.12727272727,13985.8909090909,642.681818181818,4713.58181818182,2998.47272727273,9050.81818181818,-2341.8,4877.42727272727
matrix,a,21163.4,-779.5,5157.8,-2838.9,-17781.1,-7669.2,4007.1,-9152.9,5220.9,-2341.8,112662.2,220
matrix,a,415,-5083.2,-10647.7636363636,-15538.2,5291.69090909091,-8402.76363636364,-3534.62727272727,-2356.02727272727,967.209090909091,4877.42727272727,220,33388.0909090909
matrix,ɛː,6835.06666666667,8507.53333333333,2618.2,4519.06666666667,-719,5984.6,3618.4,2933.13333333333,403.733333333333,1217.06666666667,-1040.93333333333,-6149.93333333333
matrix,ɛː,8507.53333333333,13410.8,7534.4,7455.73333333333,2561.8,13070.2,4168.6,4124.8,538.2,1727.8,-3154.86666666667,-7892.93333333333
matrix,ɛː,2618.2,7534.4,30956.7625,18289.4458333333,14601.6583333333,17839.0291666667,-358.1625,1732.8375,4631.0125,2278.25,6726.33333333333,10214.3708333333
matrix,ɛː,4519.06666666667,7455.73333333333,18289.4458333333,25327.7958333333,-146.708333333333,13864.2458333333,1928.6875,3224.22083333333,3987.09583333333,2307.25,9172.6,7783.8875
matrix,ɛː,-719,2561.8,14601.6583333333,-146.708333333333,16126.7833333333,9004.125,-2782.525,-975.591666666667,1704.225,182.566666666667,-2053.6,3316.20833333333
matrix,ɛː,5984.6,13070.2,17839.0291666667,13864.2458333333,9004.125,21744.6291666667,1261.50416666667,4638.77083333333,1877.0125,2179.91666666667,-3400.53333333333,-3207.3625
matrix,ɛː,3618.4,4168.6,-358.1625,1928.6875,-2782.525,1261.50416666667,3105.82916666667,2203.09583333333,-435.079166666667,505.35,-1165,-4930.30416666667
